region,department,health_district,match_id,match_name,fac_name_processed,fac_name_orig,group_fac_type,fac_type_orig,group_fac_own,fac_own_orig,latitude,longitude,max_gps_dist,source,data_flagged,data_notes,decision_notes,last_updated,update_notes,n_gps,n_source,source_list,fac_id,fac_id_orig,fac_id_orig_var,n_fac_type,n_fac_own,no_department,no_health_district,no_fac_type,no_fac_own,no_gps,n_geos
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,CS Koumpentoum,centre de sante,Centre de sante,publique,,,,49.99,MOH,,,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,171409,,,1,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,Koupentoum Centre de Santé,centre de sante,Centre de sante,publique,Publique,13.9826,-14.5585,49.99,Maina et. al (2019),,,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,131017,,,1,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,C.S. Koupentoum,centre de sante,Centre de sante,publique,Publique,13.98045,-14.563017,49.99,SPA 2015,,,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,30097,30097,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,C.S. Koupentoum,centre de sante,Centre de sante,publique,Publique,13.59092,-14.34061,49.99,SPA 2017,,Flagged that SPA 2017 GPS is very different,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,50094,50094,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,C.S. Koupentoum,centre de sante,Centre de sante,publique,Publique,,,49.99,SPA 2019,,,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,70090,70090,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3855,koupentoum,koupentoum,CENTRE DE SANTE,centre de sante,Centre de sante,publique,,,,49.99,Tambacounda 2022 list,,,,,,4,8,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2015; SPA 2017; SPA 2019; Tambacounda 2022 list,171680,,,1,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,KOUSSAN,poste de sante,Poste de sante,publique,Publique,,,0.4,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,101692,PS_985,HFID2015,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,Koussan,poste de sante,Poste de sante,publique,Publique,14.13075494,-12.44478852,0.4,COUS,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,121098,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,PS Koussan,poste de sante,Poste de sante,publique,,,,0.4,MOH,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171348,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,Koussan Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.1304,-12.4415,0.4,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,131018,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,Koussan Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.1314,-12.4451,0.4,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,131019,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3856,koussan,koussan,PS Koussan,poste de sante,Poste de sante,publique,,,,0.4,Tambacounda 2022 list,,,,,,3,5,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171755,,,2,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3857,koussanar,koussanar,KOUSSANAR,poste de sante,Poste de sante,publique,Publique,13.8651825,-14.08057488,0.34,COUS,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,121165,,,3,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3857,koussanar,koussanar,PS Koussanar,poste de sante,Poste de sante,publique,,,,0.34,MOH,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171437,,,3,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3857,koussanar,koussanar,Koussanar Poste de Santé,poste de sante,Poste de Sante,publique,Publique,13.8667,-14.0833,0.34,Maina et. al (2019),,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,131020,,,3,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3857,koussanar,koussanar,Koussanar,poste de sante,,publique,,,,0.34,Tambacounda 2022 list,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171756,,,3,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,Kouthia,poste de sante,Case de sante,publique,Publique,,,6.57,ANSD 2017-2018,,May have been a case de sante in the past,Regional focal point confirmed facility type (health post),,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,103471,,HFID2015,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,Kouthia,poste de sante,Poste de sante,publique,Publique,14.06601851,-13.13623327,6.57,COUS,,,,,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,121108,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,PS Kouthia,poste de sante,Poste de sante,publique,,,,6.57,MOH,,,,,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,171362,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,Kouthia,poste de sante,Case de sante,publique,Publique,14.06597,-13.13617,6.57,SPA 2015,,May have been a case de sante in the past,Regional focal point confirmed facility type (health post),,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,30457,30457,spafacid,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,Kouthia,poste de sante,Case de sante,publique,Publique,14.03958,-13.08173,6.57,SPA 2017,,May have been a case de sante in the past,Regional focal point confirmed facility type (health post),,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,50720,50720,spafacid,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Goudiry,3858,kouthia,kouthia,PS Kouthia,poste de sante,Poste de sante,publique,,,,6.57,Tambacounda 2022 list,,,,,,3,6,ANSD 2017-2018; COUS; MOH; SPA 2015; SPA 2017; Tambacounda 2022 list,171757,,,2,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3859,kouthia gaidy,kouthia gaidy,KOUTHIA GAYDI,poste de sante,Poste de sante,publique,Publique,14.12796536,-14.18646449,29.49,COUS,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,121136,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3859,kouthia gaidy,kouthia gaidy,PS Kouthiagaidy,poste de sante,Poste de sante,publique,,,,29.49,MOH,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171400,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3859,kouthia gaidy,kouthia gaidy,Kouthia Gaidy Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.1805,-14.4543,29.49,Maina et. al (2019),,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,131021,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3859,kouthia gaidy,kouthia gaidy,Kouthiagaidy,poste de sante,,publique,,,,29.49,Tambacounda 2022 list,,,,,,2,4,COUS; MOH; Maina et. al (2019); Tambacounda 2022 list,171759,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3860,kouthiaba,kouthiaba,KOUTHIABA,poste de sante,Poste de sante,publique,Publique,14.17405227,-14.45388664,0.12,COUS,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2014; Tambacounda 2022 list,121137,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3860,kouthiaba,kouthiaba,PS Kouthiaba,poste de sante,Poste de sante,publique,,,,0.12,MOH,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2014; Tambacounda 2022 list,171399,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3860,kouthiaba,kouthiaba,Kouthiaba Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.1742,-14.455,0.12,Maina et. al (2019),,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2014; Tambacounda 2022 list,131022,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3860,kouthiaba,kouthiaba,Kouthiaba,poste de sante,Poste de sante,publique,Publique,14.17399,-14.45403,0.12,SPA 2014,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2014; Tambacounda 2022 list,20317,20317,spafacid,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3860,kouthiaba,kouthiaba,Kouthiaba,poste de sante,,publique,,,,0.12,Tambacounda 2022 list,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2014; Tambacounda 2022 list,171758,,,3,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3861,kouthiacouroumba,kouthiacouroumba,Kouthiacouroumba,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103534,,HFID2015,1,1,0,0,0,0,1,1
Tambacounda,Tambacounda,Tambacounda,3862,laboya,laboya,Laboya,case de sante,Case de sante,,,,,,Tambacounda 2022 list,,,,,,0,1,Tambacounda 2022 list,171604,,,1,1,0,0,0,1,1,1
Tambacounda,Bakel,Kidira,3863,lally,lally,LALLY,case de sante,Case de sante,,,,,,Tambacounda 2022 list,,,,,,0,1,Tambacounda 2022 list,171605,,,1,1,0,0,0,1,1,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,LAMINIA,poste de sante,Poste de sante,publique,Publique,,,93.91,ANSD 2017-2018,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,101713,PS_1005,HFID2015,2,2,0,0,0,0,0,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,Laminia,poste de sante,Poste de sante,publique,Publique,13.60921092,-12.02650673,93.91,COUS,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,121123,,,2,2,0,0,0,0,0,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,PS Laminia,poste de sante,Poste de sante,publique,,,,93.91,MOH,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,171382,,,2,2,0,0,0,0,0,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,Laminia Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.4154,-12.2986,93.91,Maina et. al (2019),,Flagged that Maina et al GPS is very different,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,131023,,,2,2,0,0,0,0,0,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,Laminia,poste de sante,Poste de sante,publique,Publique,,,93.91,SPA 2018,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,60321,60321,spafacid,2,2,0,0,0,0,0,1
Tambacounda,Bakel,Kidira,3864,laminia,laminia,PS LAMINIA,poste de sante,Poste de sante,publique,,,,93.91,Tambacounda 2022 list,,,,,,2,6,ANSD 2017-2018; COUS; MOH; Maina et. al (2019); SPA 2018; Tambacounda 2022 list,171760,,,2,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3865,lelekone,lelekone,PS Lelekone,poste de sante,Poste de sante,,,,,,MOH,,,,,,0,2,MOH; Tambacounda 2022 list,171350,,,1,1,0,0,0,1,1,1
Tambacounda,Goudiry,Diankemakhan,3865,lelekone,lelekone,PS Lelekone,poste de sante,Poste de sante,,,,,,Tambacounda 2022 list,,,,,,0,2,MOH; Tambacounda 2022 list,171761,,,1,1,0,0,0,1,1,1
Tambacounda,Goudiry,Goudiry,3866,lewa amath,lewa amath,LEWA AMATH,case de sante,Case de sante,,,,,,Tambacounda 2022 list,1,Is it possible that this is supposed to be lewa hamatt in ANSD 2017-2018?,,,,0,1,Tambacounda 2022 list,171606,,,1,1,0,0,0,1,1,1
Tambacounda,Goudiry,Goudiry,3867,lewa diolfoube,lewa diolfoube,Léwa Diolfoubé,case de sante,Case de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,103468,,HFID2015,1,2,0,0,0,0,1,1
Tambacounda,Goudiry,Goudiry,3867,lewa diolfoube,lewa diolfoube,LEWA DJIEULFOUBE,case de sante,Case de sante,,,,,,Tambacounda 2022 list,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,171607,,,1,2,0,0,0,0,1,1
Tambacounda,Goudiry,Goudiry,3868,lewa hamatt,lewa hamatt,Léwa Hamatt,case de sante,Case de sante,prive,Prive,,,,ANSD 2017-2018,1,Is it possible that this is supposed to be lewa amath from the 2022 Tambacounda list?,,,,0,1,ANSD 2017-2018,103469,,HFID2015,1,1,0,0,0,0,1,1
Tambacounda,Koumpentoum,Koumpentoum,3869,loffe,loffe,LOFFE,poste de sante,Poste de sante,publique,Publique,14.34689832,-14.05595311,,COUS,,,,,,1,3,COUS; MOH; Tambacounda 2022 list,121138,,,2,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3869,loffe,loffe,PS Loffe,poste de sante,Poste de sante,publique,,,,,MOH,,,,,,1,3,COUS; MOH; Tambacounda 2022 list,171401,,,2,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3869,loffe,loffe,Loffe,poste de sante,,publique,,,,,Tambacounda 2022 list,,,,,,1,3,COUS; MOH; Tambacounda 2022 list,171762,,,2,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3870,loumbi travaux,loumbi travaux,Loumbi Travaux,poste de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,May have been a case de sante in the past,Regional focal point confirmed facility type (health post),,,1,4,ANSD 2017-2018; COUS; MOH; Tambacounda 2022 list,103518,,HFID2015,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3870,loumbi travaux,loumbi travaux,LOUMBY TRAVAUX,poste de sante,Poste de sante,publique,Publique,14.4705584,-14.27008699,,COUS,,,,,,1,4,ANSD 2017-2018; COUS; MOH; Tambacounda 2022 list,121139,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3870,loumbi travaux,loumbi travaux,PS Loumby,poste de sante,Poste de sante,publique,,,,,MOH,,,,,,1,4,ANSD 2017-2018; COUS; MOH; Tambacounda 2022 list,171402,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3870,loumbi travaux,loumbi travaux,Loumby,poste de sante,,publique,,,,,Tambacounda 2022 list,,,,,,1,4,ANSD 2017-2018; COUS; MOH; Tambacounda 2022 list,171763,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3871,loumbol makhan,loumbol makhan,Loumbol Makhan,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,103501,,HFID2015,1,2,0,0,0,0,1,1
Tambacounda,Koumpentoum,Koumpentoum,3871,loumbol makhan,loumbol makhan,Loumbol,case de sante,Case de sante,publique,,,,,Tambacounda 2022 list,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,171608,,,1,2,0,0,0,0,1,1
Tambacounda,Goudiry,Goudiry,3872,madie,madie,MADIE,case de sante,Case de sante,,,,,,Tambacounda 2022 list,1,Confirm that these are not the same facility (and have a minor typo) - case de sante madie and PS madje,,,,0,1,Tambacounda 2022 list,171609,,,1,1,0,0,0,1,1,1
Tambacounda,Tambacounda,Tambacounda,3873,madina bambara,madina bambara,Madina Bambara,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2017; Tambacounda 2022 list,103566,,HFID2015,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3873,madina bambara,madina bambara,Madina Bambara,case de sante,Case de sante,publique,Publique,13.49336,-13.44596,,SPA 2017,,,,,,1,3,ANSD 2017-2018; SPA 2017; Tambacounda 2022 list,50738,50738,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3873,madina bambara,madina bambara,Madina Bambara,case de sante,Case de sante,publique,,,,,Tambacounda 2022 list,,,,,,1,3,ANSD 2017-2018; SPA 2017; Tambacounda 2022 list,171610,,,1,2,0,0,0,0,0,1
Tambacounda,Goudiry,Diankemakhan,3874,madina diakha,madina diakha,Madina Diakha,poste de sante,,,,,,,Tambacounda 2022 list,,,,,,0,1,Tambacounda 2022 list,171764,,,1,1,0,0,1,1,1,1
Tambacounda,Tambacounda,Tambacounda,3875,madina fouga,madina fouga,Madina Fouga,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,103557,,HFID2015,1,2,0,0,0,0,1,1
Tambacounda,Tambacounda,Tambacounda,3875,madina fouga,madina fouga,Médina Fouga,case de sante,Case de sante,,,,,,Tambacounda 2022 list,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,171617,,,1,2,0,0,0,0,1,1
Tambacounda,Bakel,Kidira,3876,madina foulbe,madina foulbe,MEDINA FOULBE,case de sante,Case de sante,,,,,,Tambacounda 2022 list,1,"Confirm that these are different facilities (case de sante and health post); also this may be a new facility since ANSD 2017-2018, a new name, or a previously missed facility",,,,0,1,Tambacounda 2022 list,171618,,,1,1,0,0,0,1,1,1
Tambacounda,Bakel,Kidira,3877,madina foulbe,madina foulbe,PS MADINA FOULBE,poste de sante,Poste de sante,,,,,,Tambacounda 2022 list,1,"Confirm that these are different facilities (case de sante and health post); also this may be a new facility since ANSD 2017-2018, a new name, or a previously missed facility",,,,0,1,Tambacounda 2022 list,171765,,,1,1,0,0,0,1,1,1
Tambacounda,Goudiry,Diankemakhan,3878,madina kodiolon,madina kodiolon,Madina Kodiolon,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,103463,,HFID2015,1,2,0,0,0,0,1,1
Tambacounda,Goudiry,Diankemakhan,3878,madina kodiolon,madina kodiolon,Madina kodiolon,case de sante,Case de sante,publique,,,,,Tambacounda 2022 list,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,171611,,,1,2,0,0,0,0,1,1
Tambacounda,Tambacounda,Tambacounda,3879,madina niana,madina niana,Madina Niana,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,103567,,HFID2015,1,1,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3879,madina niana,madina niana,Madina Niana,case de sante,Case de sante,publique,Publique,13.83146,-13.74186,,SPA 2016,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,40466,40466,,1,1,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3879,madina niana,madina niana,Madina Niana,case de sante,Case de sante,publique,Publique,,,,SPA 2018,,,,,,1,3,ANSD 2017-2018; SPA 2016; SPA 2018,60444,60444,spafacid,1,1,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3880,madina sarakhole,madina sarakhole,Madina Sarakhole,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,103549,,HFID2015,1,1,0,0,0,0,1,1
Tambacounda,Goudiry,Goudiry,3881,madje,madje,PS Madjé,poste de sante,Poste de sante,,,,,,Tambacounda 2022 list,1,Confirm that these are not the same facility (and have a minor typo) - case de sante madie and PS madje,,,,0,1,Tambacounda 2022 list,171766,,,1,1,0,0,0,1,1,1
Tambacounda,Tambacounda,Tambacounda,3882,maison medicale sinthian,maison medicale sinthian,MAISON MEDICALE SINTHIAN,centre de sante,Centre de sante,prive,Prive,,,0.06,ANSD 2017-2018,,,,,,2,5,ANSD 2017-2018; MOH; SPA 2014; SPA 2017; SPA 2019,101742,CS,HFID2015,2,3,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3882,maison medicale sinthian,maison medicale sinthian,CS Sinthian,centre de sante,Centre de sante,prive,,,,0.06,MOH,,,Rematched to CS Maison Medicale Sinthian,,,2,5,ANSD 2017-2018; MOH; SPA 2014; SPA 2017; SPA 2019,171448,,,2,3,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3882,maison medicale sinthian,maison medicale sinthian,Maison Medicale Sinthiou,centre de sante,Poste de sante,prive,Prive,13.33792,-13.62016,0.06,SPA 2014,,,Reclassify facility type due to majority of sources,,,2,5,ANSD 2017-2018; MOH; SPA 2014; SPA 2017; SPA 2019,20319,20319,spafacid,2,3,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3882,maison medicale sinthian,maison medicale sinthian,Maison Medicale Sinthian,centre de sante,Centre de sante,prive,Prive,13.33842,-13.62041,0.06,SPA 2017,,,,,,2,5,ANSD 2017-2018; MOH; SPA 2014; SPA 2017; SPA 2019,50097,50097,spafacid,2,3,0,0,0,0,0,1
Tambacounda,Tambacounda,Tambacounda,3882,maison medicale sinthian,maison medicale sinthian,Maison Medicale Sinthian,centre de sante,Centre de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,,,0.06,SPA 2019,,,,,,2,5,ANSD 2017-2018; MOH; SPA 2014; SPA 2017; SPA 2019,70093,70093,spafacid,2,3,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,Maka Colibantang,centre de sante,Centre de sante,publique,Publique,13.6705247,-14.28453106,0.69,COUS,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,121151,,,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,CS Maka,centre de sante,Centre de sante,publique,,,,0.69,MOH,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,171412,,,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,Makacoulibantang Centre de Santé,centre de sante,Centre de sante,publique,Publique,13.6651,-14.2876,0.69,Maina et. al (2019),,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,131024,,,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,C.S. Makacoulibantang,centre de sante,Centre de sante,publique,Publique,13.67056,-14.28476,0.69,SPA 2014,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,20095,20095,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,C.S. Makacoulibantang,centre de sante,Centre de sante,publique,Publique,13.67056,-14.28476,0.69,SPA 2016,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,40094,40094,,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,C.S. Makacoulibantang,centre de sante,Centre de sante,publique,Publique,,,0.69,SPA 2018,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,60089,60089,spafacid,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3883,maka colibantang,maka colibantang,Centre de santé,centre de sante,Centre de sante,publique,,,,0.69,Tambacounda 2022 list,,,,,,3,7,COUS; MOH; Maina et. al (2019); SPA 2014; SPA 2016; SPA 2018; Tambacounda 2022 list,171681,,,1,2,0,0,0,0,0,1
Tambacounda,Tambacounda,Makacolibantang,3884,maka coto,maka coto,Maka Coto,case de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,103522,,HFID2015,1,2,0,0,0,0,1,1
Tambacounda,Tambacounda,Makacolibantang,3884,maka coto,maka coto,3.Makakoto,case de sante,Case de sante,publique,,,,,Tambacounda 2022 list,,,,,,0,2,ANSD 2017-2018; Tambacounda 2022 list,171612,,,1,2,0,0,0,0,1,1
Tambacounda,Koumpentoum,Koumpentoum,3885,malemba,malemba,Malemba,poste de sante,Case de sante,publique,Publique,,,,ANSD 2017-2018,,,Facility reclassifed per Tambacounda 2022 list,,,1,4,ANSD 2017-2018; MOH; SPA 2017; Tambacounda 2022 list,103502,,HFID2015,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3885,malemba,malemba,PS Malemba,poste de sante,Poste de sante,publique,,,,,MOH,,,,,,1,4,ANSD 2017-2018; MOH; SPA 2017; Tambacounda 2022 list,171410,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3885,malemba,malemba,Malemba,poste de sante,Case de sante,publique,Publique,14.11519,-14.18916,,SPA 2017,,,Facility reclassifed per Tambacounda 2022 list,,,1,4,ANSD 2017-2018; MOH; SPA 2017; Tambacounda 2022 list,50729,50729,spafacid,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3885,malemba,malemba,Malemba,poste de sante,,publique,,,,,Tambacounda 2022 list,,,,,,1,4,ANSD 2017-2018; MOH; SPA 2017; Tambacounda 2022 list,171767,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3886,maleme niani,maleme niani,Maleme NIANI,poste de sante,Poste de sante,publique,Publique,13.93727251,-14.29226923,0.47,COUS,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2016; Tambacounda 2022 list,121140,,,3,2,0,0,0,0,0,1
Tambacounda,Koumpentoum,Koumpentoum,3886,maleme niani,maleme niani,PS Maleme Niani,poste de sante,Poste de sante,publique,,,,0.47,MOH,,,,,,3,5,COUS; MOH; Maina et. al (2019); SPA 2016; Tambacounda 2022 list,171403,,,3,2,0,0,0,0,0,1
